date,ambulance,heat stroke,kw_group,breathing problems,asthma attack,air quality,chest pain,hospital wait time,emergency room
2018-02-25,,,breathing problems_asthma attack,68.0,51.0,,,,
2018-02-25,30.0,0.0,ambulance_heat stroke,,,,,,
2018-02-25,,,air quality_chest pain,,,8.0,40.0,,
2018-03-04,31.0,0.0,ambulance_heat stroke,,,,,,
2018-03-04,,,hospital wait time_emergency room,,,,,32.0,60.0
2018-03-04,,,breathing problems_asthma attack,51.0,43.0,,,,
2018-03-04,,,air quality_chest pain,,,8.0,40.0,,
2018-03-11,28.0,0.0,ambulance_heat stroke,,,,,,
2018-03-11,,,breathing problems_asthma attack,41.0,47.0,,,,
2018-03-11,,,hospital wait time_emergency room,,,,,26.0,49.0
2018-03-11,,,air quality_chest pain,,,8.0,43.0,,
2018-03-18,32.0,0.0,ambulance_heat stroke,,,,,,
2018-03-18,,,breathing problems_asthma attack,0.0,44.0,,,,
2018-03-18,,,air quality_chest pain,,,10.0,43.0,,
2018-03-18,,,hospital wait time_emergency room,,,,,38.0,47.0
2018-03-25,24.0,0.0,ambulance_heat stroke,,,,,,
2018-03-25,,,breathing problems_asthma attack,50.0,0.0,,,,
2018-03-25,,,hospital wait time_emergency room,,,,,35.0,55.0
2018-03-25,,,air quality_chest pain,,,10.0,40.0,,
2018-04-01,,,hospital wait time_emergency room,,,,,31.0,52.0
2018-04-01,,,air quality_chest pain,,,9.0,40.0,,
2018-04-01,28.0,2.0,ambulance_heat stroke,,,,,,
2018-04-01,,,breathing problems_asthma attack,44.0,42.0,,,,
2018-04-08,,,hospital wait time_emergency room,,,,,40.0,69.0
2018-04-08,,,air quality_chest pain,,,7.0,36.0,,
2018-04-08,28.0,2.0,ambulance_heat stroke,,,,,,
2018-04-08,,,breathing problems_asthma attack,49.0,40.0,,,,
2018-04-15,,,air quality_chest pain,,,8.0,37.0,,
2018-04-15,,,hospital wait time_emergency room,,,,,28.0,50.0
2018-04-15,,,breathing problems_asthma attack,40.0,0.0,,,,
2018-04-15,29.0,2.0,ambulance_heat stroke,,,,,,
2018-04-22,,,hospital wait time_emergency room,,,,,34.0,65.0
2018-04-22,,,breathing problems_asthma attack,67.0,0.0,,,,
2018-04-22,27.0,2.0,ambulance_heat stroke,,,,,,
2018-04-22,,,air quality_chest pain,,,7.0,35.0,,
2018-04-29,,,air quality_chest pain,,,10.0,33.0,,
2018-04-29,,,hospital wait time_emergency room,,,,,38.0,42.0
2018-04-29,,,breathing problems_asthma attack,41.0,0.0,,,,
2018-04-29,30.0,5.0,ambulance_heat stroke,,,,,,
2018-05-06,,,air quality_chest pain,,,9.0,36.0,,
2018-05-06,,,hospital wait time_emergency room,,,,,20.0,56.0
2018-05-06,29.0,6.0,ambulance_heat stroke,,,,,,
2018-05-06,,,breathing problems_asthma attack,42.0,45.0,,,,
2018-05-13,,,air quality_chest pain,,,11.0,36.0,,
2018-05-13,,,breathing problems_asthma attack,53.0,0.0,,,,
2018-05-13,30.0,8.0,ambulance_heat stroke,,,,,,
2018-05-13,,,hospital wait time_emergency room,,,,,32.0,57.0
2018-05-20,29.0,16.0,ambulance_heat stroke,,,,,,
2018-05-20,,,hospital wait time_emergency room,,,,,34.0,47.0
2018-05-20,,,air quality_chest pain,,,11.0,32.0,,
2018-05-20,,,breathing problems_asthma attack,79.0,64.0,,,,
2018-05-27,,,breathing problems_asthma attack,52.0,0.0,,,,
2018-05-27,,,air quality_chest pain,,,21.0,31.0,,
2018-05-27,32.0,29.0,ambulance_heat stroke,,,,,,
2018-05-27,,,hospital wait time_emergency room,,,,,27.0,39.0
2018-06-03,,,hospital wait time_emergency room,,,,,37.0,57.0
2018-06-03,,,air quality_chest pain,,,10.0,35.0,,
2018-06-03,31.0,5.0,ambulance_heat stroke,,,,,,
2018-06-03,,,breathing problems_asthma attack,0.0,48.0,,,,
2018-06-10,28.0,12.0,ambulance_heat stroke,,,,,,
2018-06-10,,,hospital wait time_emergency room,,,,,41.0,65.0
2018-06-10,,,air quality_chest pain,,,10.0,36.0,,
2018-06-10,,,breathing problems_asthma attack,0.0,0.0,,,,
2018-06-17,,,hospital wait time_emergency room,,,,,34.0,51.0
2018-06-17,30.0,28.0,ambulance_heat stroke,,,,,,
2018-06-17,,,breathing problems_asthma attack,58.0,52.0,,,,
2018-06-17,,,air quality_chest pain,,,12.0,34.0,,
2018-06-24,,,breathing problems_asthma attack,0.0,67.0,,,,
2018-06-24,,,air quality_chest pain,,,10.0,30.0,,
2018-06-24,,,hospital wait time_emergency room,,,,,36.0,70.0
2018-06-24,27.0,24.0,ambulance_heat stroke,,,,,,
2018-07-01,,,breathing problems_asthma attack,0.0,46.0,,,,
2018-07-01,,,air quality_chest pain,,,11.0,32.0,,
2018-07-01,,,hospital wait time_emergency room,,,,,42.0,62.0
2018-07-01,28.0,100.0,ambulance_heat stroke,,,,,,
2018-07-08,,,breathing problems_asthma attack,66.0,0.0,,,,
2018-07-08,,,air quality_chest pain,,,11.0,37.0,,
2018-07-08,,,hospital wait time_emergency room,,,,,42.0,60.0
2018-07-08,31.0,24.0,ambulance_heat stroke,,,,,,
2018-07-15,30.0,23.0,ambulance_heat stroke,,,,,,
2018-07-15,,,air quality_chest pain,,,14.0,35.0,,
2018-07-15,,,hospital wait time_emergency room,,,,,55.0,52.0
2018-07-15,,,breathing problems_asthma attack,0.0,48.0,,,,
2018-07-22,28.0,9.0,ambulance_heat stroke,,,,,,
2018-07-22,,,breathing problems_asthma attack,61.0,0.0,,,,
2018-07-22,,,air quality_chest pain,,,11.0,32.0,,
2018-07-22,,,hospital wait time_emergency room,,,,,50.0,53.0
2018-07-29,29.0,12.0,ambulance_heat stroke,,,,,,
2018-07-29,,,air quality_chest pain,,,23.0,36.0,,
2018-07-29,,,hospital wait time_emergency room,,,,,38.0,48.0
2018-07-29,,,breathing problems_asthma attack,67.0,0.0,,,,
2018-08-05,,,breathing problems_asthma attack,48.0,0.0,,,,
2018-08-05,,,hospital wait time_emergency room,,,,,83.0,70.0
2018-08-05,,,air quality_chest pain,,,18.0,33.0,,
2018-08-05,27.0,29.0,ambulance_heat stroke,,,,,,
2018-08-12,,,hospital wait time_emergency room,,,,,47.0,80.0
2018-08-12,,,air quality_chest pain,,,56.0,39.0,,
2018-08-12,,,breathing problems_asthma attack,0.0,0.0,,,,
2018-08-12,27.0,18.0,ambulance_heat stroke,,,,,,
2018-08-19,28.0,5.0,ambulance_heat stroke,,,,,,
2018-08-19,,,hospital wait time_emergency room,,,,,49.0,59.0
2018-08-19,,,air quality_chest pain,,,100.0,36.0,,
2018-08-19,,,breathing problems_asthma attack,0.0,0.0,,,,
2018-08-26,,,hospital wait time_emergency room,,,,,49.0,71.0
2018-08-26,,,breathing problems_asthma attack,0.0,0.0,,,,
2018-08-26,,,air quality_chest pain,,,28.0,33.0,,
2018-08-26,25.0,8.0,ambulance_heat stroke,,,,,,
2018-09-02,,,hospital wait time_emergency room,,,,,50.0,57.0
2018-09-02,,,air quality_chest pain,,,11.0,34.0,,
2018-09-02,24.0,14.0,ambulance_heat stroke,,,,,,
2018-09-02,,,breathing problems_asthma attack,65.0,43.0,,,,
2018-09-09,,,hospital wait time_emergency room,,,,,37.0,59.0
2018-09-09,,,breathing problems_asthma attack,40.0,40.0,,,,
2018-09-09,,,air quality_chest pain,,,11.0,37.0,,
2018-09-09,29.0,3.0,ambulance_heat stroke,,,,,,
2018-09-16,,,air quality_chest pain,,,6.0,35.0,,
2018-09-16,,,breathing problems_asthma attack,47.0,39.0,,,,
2018-09-16,26.0,8.0,ambulance_heat stroke,,,,,,
2018-09-16,,,hospital wait time_emergency room,,,,,48.0,70.0
2018-09-23,,,air quality_chest pain,,,8.0,35.0,,
2018-09-23,27.0,3.0,ambulance_heat stroke,,,,,,
2018-09-23,,,breathing problems_asthma attack,58.0,60.0,,,,
2018-09-23,,,hospital wait time_emergency room,,,,,20.0,65.0
2018-09-30,,,breathing problems_asthma attack,47.0,45.0,,,,
2018-09-30,,,air quality_chest pain,,,8.0,36.0,,
2018-09-30,,,hospital wait time_emergency room,,,,,31.0,53.0
2018-09-30,29.0,0.0,ambulance_heat stroke,,,,,,
2018-10-07,,,breathing problems_asthma attack,56.0,58.0,,,,
2018-10-07,,,air quality_chest pain,,,9.0,44.0,,
2018-10-07,,,hospital wait time_emergency room,,,,,37.0,55.0
2018-10-07,28.0,2.0,ambulance_heat stroke,,,,,,
2018-10-14,,,air quality_chest pain,,,9.0,35.0,,
2018-10-14,26.0,0.0,ambulance_heat stroke,,,,,,
2018-10-14,,,breathing problems_asthma attack,43.0,53.0,,,,
2018-10-14,,,hospital wait time_emergency room,,,,,29.0,65.0
2018-10-21,,,hospital wait time_emergency room,,,,,47.0,58.0
2018-10-21,,,breathing problems_asthma attack,50.0,55.0,,,,
2018-10-21,,,air quality_chest pain,,,9.0,33.0,,
2018-10-21,32.0,0.0,ambulance_heat stroke,,,,,,
2018-10-28,,,hospital wait time_emergency room,,,,,40.0,67.0
2018-10-28,,,air quality_chest pain,,,8.0,39.0,,
2018-10-28,29.0,2.0,ambulance_heat stroke,,,,,,
2018-10-28,,,breathing problems_asthma attack,50.0,0.0,,,,
2018-11-04,,,air quality_chest pain,,,12.0,39.0,,
2018-11-04,,,hospital wait time_emergency room,,,,,52.0,58.0
2018-11-04,25.0,0.0,ambulance_heat stroke,,,,,,
2018-11-04,,,breathing problems_asthma attack,40.0,62.0,,,,
2018-11-11,,,air quality_chest pain,,,25.0,38.0,,
2018-11-11,,,hospital wait time_emergency room,,,,,36.0,57.0
2018-11-11,,,breathing problems_asthma attack,55.0,39.0,,,,
2018-11-11,28.0,0.0,ambulance_heat stroke,,,,,,
2018-11-18,24.0,0.0,ambulance_heat stroke,,,,,,
2018-11-18,,,hospital wait time_emergency room,,,,,34.0,45.0
2018-11-18,,,breathing problems_asthma attack,45.0,69.0,,,,
2018-11-18,,,air quality_chest pain,,,17.0,38.0,,
2018-11-25,27.0,0.0,ambulance_heat stroke,,,,,,
2018-11-25,,,breathing problems_asthma attack,0.0,64.0,,,,
2018-11-25,,,hospital wait time_emergency room,,,,,50.0,77.0
2018-11-25,,,air quality_chest pain,,,14.0,37.0,,
2018-12-02,25.0,0.0,ambulance_heat stroke,,,,,,
2018-12-02,,,hospital wait time_emergency room,,,,,50.0,62.0
2018-12-02,,,air quality_chest pain,,,10.0,42.0,,
2018-12-02,,,breathing problems_asthma attack,55.0,53.0,,,,
2018-12-09,26.0,0.0,ambulance_heat stroke,,,,,,
2018-12-09,,,hospital wait time_emergency room,,,,,40.0,69.0
2018-12-09,,,air quality_chest pain,,,9.0,43.0,,
2018-12-09,,,breathing problems_asthma attack,45.0,0.0,,,,
2018-12-16,,,air quality_chest pain,,,10.0,40.0,,
2018-12-16,,,hospital wait time_emergency room,,,,,74.0,94.0
2018-12-16,,,breathing problems_asthma attack,50.0,67.0,,,,
2018-12-16,24.0,0.0,ambulance_heat stroke,,,,,,
2018-12-23,,,air quality_chest pain,,,8.0,44.0,,
2018-12-23,,,hospital wait time_emergency room,,,,,100.0,55.0
2018-12-23,,,breathing problems_asthma attack,0.0,0.0,,,,
2018-12-23,18.0,0.0,ambulance_heat stroke,,,,,,
2018-12-30,30.0,3.0,ambulance_heat stroke,,,,,,
2018-12-30,24.0,2.0,ambulance_heat stroke,,,,,,
2018-12-30,,,air quality_chest pain,,,7.0,48.0,,
2018-12-30,,,breathing problems_asthma attack,52.0,53.0,,,,
2018-12-30,,,hospital wait time_emergency room,,,,,83.0,78.0
2018-12-30,,,air quality_chest pain,,,5.0,32.0,,
2018-12-30,,,hospital wait time_emergency room,,,,,56.0,53.0
2018-12-30,,,breathing problems_asthma attack,55.0,56.0,,,,
2019-01-06,,,breathing problems_asthma attack,62.0,45.0,,,,
2019-01-06,,,hospital wait time_emergency room,,,,,49.0,49.0
2019-01-06,38.0,2.0,ambulance_heat stroke,,,,,,
2019-01-06,,,air quality_chest pain,,,6.0,27.0,,
2019-01-13,,,hospital wait time_emergency room,,,,,35.0,44.0
2019-01-13,37.0,0.0,ambulance_heat stroke,,,,,,
2019-01-13,,,breathing problems_asthma attack,70.0,52.0,,,,
2019-01-13,,,air quality_chest pain,,,9.0,29.0,,
2019-01-20,39.0,0.0,ambulance_heat stroke,,,,,,
2019-01-20,,,hospital wait time_emergency room,,,,,24.0,32.0
2019-01-20,,,breathing problems_asthma attack,40.0,46.0,,,,
2019-01-20,,,air quality_chest pain,,,7.0,27.0,,
2019-01-27,,,hospital wait time_emergency room,,,,,29.0,42.0
2019-01-27,,,air quality_chest pain,,,6.0,26.0,,
2019-01-27,36.0,0.0,ambulance_heat stroke,,,,,,
2019-01-27,,,breathing problems_asthma attack,53.0,43.0,,,,
2019-02-03,35.0,2.0,ambulance_heat stroke,,,,,,
2019-02-03,,,hospital wait time_emergency room,,,,,28.0,37.0
2019-02-03,,,air quality_chest pain,,,6.0,26.0,,
2019-02-03,,,breathing problems_asthma attack,68.0,42.0,,,,
2019-02-10,34.0,0.0,ambulance_heat stroke,,,,,,
2019-02-10,,,hospital wait time_emergency room,,,,,24.0,31.0
2019-02-10,,,breathing problems_asthma attack,39.0,0.0,,,,
2019-02-10,,,air quality_chest pain,,,6.0,26.0,,
2019-02-17,,,hospital wait time_emergency room,,,,,29.0,54.0
2019-02-17,,,breathing problems_asthma attack,43.0,41.0,,,,
2019-02-17,,,air quality_chest pain,,,7.0,27.0,,
2019-02-17,40.0,0.0,ambulance_heat stroke,,,,,,
2019-02-24,36.0,2.0,ambulance_heat stroke,,,,,,
2019-02-24,,,breathing problems_asthma attack,66.0,37.0,,,,
2019-02-24,,,hospital wait time_emergency room,,,,,28.0,33.0
2019-02-24,,,air quality_chest pain,,,7.0,29.0,,
2019-03-03,39.0,0.0,ambulance_heat stroke,,,,,,
2019-03-03,,,air quality_chest pain,,,12.0,28.0,,
2019-03-03,,,hospital wait time_emergency room,,,,,25.0,37.0
2019-03-03,,,breathing problems_asthma attack,40.0,45.0,,,,
2019-03-10,,,air quality_chest pain,,,7.0,27.0,,
2019-03-10,,,hospital wait time_emergency room,,,,,37.0,47.0
2019-03-10,36.0,0.0,ambulance_heat stroke,,,,,,
2019-03-10,,,breathing problems_asthma attack,61.0,61.0,,,,
2019-03-17,,,hospital wait time_emergency room,,,,,29.0,50.0
2019-03-17,,,breathing problems_asthma attack,38.0,57.0,,,,
2019-03-17,38.0,2.0,ambulance_heat stroke,,,,,,
2019-03-17,,,air quality_chest pain,,,8.0,29.0,,
2019-03-24,,,air quality_chest pain,,,6.0,28.0,,
2019-03-24,33.0,2.0,ambulance_heat stroke,,,,,,
2019-03-24,,,breathing problems_asthma attack,62.0,37.0,,,,
2019-03-24,,,hospital wait time_emergency room,,,,,26.0,43.0
2019-03-31,,,air quality_chest pain,,,7.0,26.0,,
2019-03-31,,,breathing problems_asthma attack,68.0,63.0,,,,
2019-03-31,,,hospital wait time_emergency room,,,,,21.0,45.0
2019-03-31,40.0,3.0,ambulance_heat stroke,,,,,,
2019-04-07,38.0,2.0,ambulance_heat stroke,,,,,,
2019-04-07,,,air quality_chest pain,,,7.0,28.0,,
2019-04-07,,,breathing problems_asthma attack,37.0,44.0,,,,
2019-04-07,,,hospital wait time_emergency room,,,,,27.0,50.0
2019-04-14,46.0,0.0,ambulance_heat stroke,,,,,,
2019-04-14,,,breathing problems_asthma attack,40.0,0.0,,,,
2019-04-14,,,hospital wait time_emergency room,,,,,38.0,50.0
2019-04-14,,,air quality_chest pain,,,6.0,26.0,,
2019-04-21,,,breathing problems_asthma attack,58.0,47.0,,,,
2019-04-21,,,hospital wait time_emergency room,,,,,31.0,44.0
2019-04-21,,,air quality_chest pain,,,7.0,27.0,,
2019-04-21,40.0,4.0,ambulance_heat stroke,,,,,,
2019-04-28,39.0,3.0,ambulance_heat stroke,,,,,,
2019-04-28,,,hospital wait time_emergency room,,,,,23.0,30.0
2019-04-28,,,breathing problems_asthma attack,0.0,54.0,,,,
2019-04-28,,,air quality_chest pain,,,5.0,25.0,,
2019-05-05,,,air quality_chest pain,,,6.0,26.0,,
2019-05-05,,,breathing problems_asthma attack,0.0,44.0,,,,
2019-05-05,,,hospital wait time_emergency room,,,,,34.0,46.0
2019-05-05,35.0,5.0,ambulance_heat stroke,,,,,,
2019-05-12,,,breathing problems_asthma attack,0.0,58.0,,,,
2019-05-12,,,air quality_chest pain,,,7.0,26.0,,
2019-05-12,,,hospital wait time_emergency room,,,,,25.0,37.0
2019-05-12,34.0,3.0,ambulance_heat stroke,,,,,,
2019-05-19,,,breathing problems_asthma attack,47.0,47.0,,,,
2019-05-19,35.0,5.0,ambulance_heat stroke,,,,,,
2019-05-19,,,hospital wait time_emergency room,,,,,40.0,45.0
2019-05-19,,,air quality_chest pain,,,5.0,25.0,,
2019-05-26,,,air quality_chest pain,,,15.0,22.0,,
2019-05-26,,,hospital wait time_emergency room,,,,,30.0,48.0
2019-05-26,34.0,6.0,ambulance_heat stroke,,,,,,
2019-05-26,,,breathing problems_asthma attack,52.0,64.0,,,,
2019-06-02,,,air quality_chest pain,,,9.0,23.0,,
2019-06-02,33.0,10.0,ambulance_heat stroke,,,,,,
2019-06-02,,,hospital wait time_emergency room,,,,,25.0,40.0
2019-06-02,,,breathing problems_asthma attack,39.0,48.0,,,,
2019-06-09,36.0,14.0,ambulance_heat stroke,,,,,,
2019-06-09,,,hospital wait time_emergency room,,,,,22.0,40.0
2019-06-09,,,breathing problems_asthma attack,42.0,45.0,,,,
2019-06-09,,,air quality_chest pain,,,7.0,22.0,,
2019-06-16,,,hospital wait time_emergency room,,,,,42.0,40.0
2019-06-16,,,air quality_chest pain,,,6.0,22.0,,
2019-06-16,,,breathing problems_asthma attack,38.0,0.0,,,,
2019-06-16,35.0,11.0,ambulance_heat stroke,,,,,,
2019-06-23,,,hospital wait time_emergency room,,,,,29.0,44.0
2019-06-23,34.0,29.0,ambulance_heat stroke,,,,,,
2019-06-23,,,air quality_chest pain,,,7.0,21.0,,
2019-06-23,,,breathing problems_asthma attack,0.0,44.0,,,,
2019-06-30,,,breathing problems_asthma attack,43.0,0.0,,,,
2019-06-30,,,hospital wait time_emergency room,,,,,40.0,47.0
2019-06-30,34.0,71.0,ambulance_heat stroke,,,,,,
2019-06-30,,,air quality_chest pain,,,7.0,23.0,,
2019-07-07,,,hospital wait time_emergency room,,,,,28.0,37.0
2019-07-07,,,air quality_chest pain,,,7.0,24.0,,
2019-07-07,,,breathing problems_asthma attack,43.0,0.0,,,,
2019-07-07,39.0,36.0,ambulance_heat stroke,,,,,,
2019-07-14,,,hospital wait time_emergency room,,,,,39.0,35.0
2019-07-14,,,breathing problems_asthma attack,78.0,0.0,,,,
2019-07-14,,,air quality_chest pain,,,8.0,23.0,,
2019-07-14,37.0,53.0,ambulance_heat stroke,,,,,,
2019-07-21,33.0,47.0,ambulance_heat stroke,,,,,,
2019-07-21,,,air quality_chest pain,,,5.0,23.0,,
2019-07-21,,,hospital wait time_emergency room,,,,,40.0,34.0
2019-07-21,,,breathing problems_asthma attack,45.0,40.0,,,,
2019-07-28,,,breathing problems_asthma attack,0.0,47.0,,,,
2019-07-28,35.0,27.0,ambulance_heat stroke,,,,,,
2019-07-28,,,air quality_chest pain,,,6.0,24.0,,
2019-07-28,,,hospital wait time_emergency room,,,,,39.0,41.0
2019-08-04,,,breathing problems_asthma attack,75.0,39.0,,,,
2019-08-04,32.0,16.0,ambulance_heat stroke,,,,,,
2019-08-04,,,hospital wait time_emergency room,,,,,29.0,33.0
2019-08-04,,,air quality_chest pain,,,5.0,25.0,,
2019-08-11,,,breathing problems_asthma attack,44.0,0.0,,,,
2019-08-11,35.0,9.0,ambulance_heat stroke,,,,,,
2019-08-11,,,air quality_chest pain,,,6.0,22.0,,
2019-08-11,,,hospital wait time_emergency room,,,,,32.0,47.0
2019-08-18,40.0,10.0,ambulance_heat stroke,,,,,,
2019-08-18,,,hospital wait time_emergency room,,,,,42.0,50.0
2019-08-18,,,air quality_chest pain,,,5.0,25.0,,
2019-08-18,,,breathing problems_asthma attack,57.0,45.0,,,,
2019-08-25,,,hospital wait time_emergency room,,,,,31.0,42.0
2019-08-25,,,air quality_chest pain,,,5.0,21.0,,
2019-08-25,38.0,6.0,ambulance_heat stroke,,,,,,
2019-08-25,,,breathing problems_asthma attack,41.0,57.0,,,,
2019-09-01,,,hospital wait time_emergency room,,,,,28.0,31.0
2019-09-01,,,air quality_chest pain,,,4.0,24.0,,
2019-09-01,,,breathing problems_asthma attack,49.0,0.0,,,,
2019-09-01,33.0,4.0,ambulance_heat stroke,,,,,,
2019-09-08,,,air quality_chest pain,,,5.0,24.0,,
2019-09-08,39.0,4.0,ambulance_heat stroke,,,,,,
2019-09-08,,,hospital wait time_emergency room,,,,,27.0,45.0
2019-09-08,,,breathing problems_asthma attack,45.0,49.0,,,,
2019-09-15,,,air quality_chest pain,,,7.0,26.0,,
2019-09-15,35.0,4.0,ambulance_heat stroke,,,,,,
2019-09-15,,,hospital wait time_emergency room,,,,,21.0,49.0
2019-09-15,,,breathing problems_asthma attack,46.0,59.0,,,,
2019-09-22,40.0,5.0,ambulance_heat stroke,,,,,,
2019-09-22,,,breathing problems_asthma attack,59.0,63.0,,,,
2019-09-22,,,hospital wait time_emergency room,,,,,33.0,42.0
2019-09-22,,,air quality_chest pain,,,5.0,24.0,,
2019-09-29,,,hospital wait time_emergency room,,,,,34.0,50.0
2019-09-29,29.0,4.0,ambulance_heat stroke,,,,,,
2019-09-29,,,air quality_chest pain,,,6.0,26.0,,
2019-09-29,,,breathing problems_asthma attack,0.0,46.0,,,,
2019-10-06,,,hospital wait time_emergency room,,,,,36.0,45.0
2019-10-06,34.0,2.0,ambulance_heat stroke,,,,,,
2019-10-06,,,breathing problems_asthma attack,68.0,50.0,,,,
2019-10-06,,,air quality_chest pain,,,7.0,25.0,,
2019-10-13,,,breathing problems_asthma attack,56.0,57.0,,,,
2019-10-13,,,air quality_chest pain,,,7.0,23.0,,
2019-10-13,,,hospital wait time_emergency room,,,,,27.0,51.0
2019-10-13,30.0,0.0,ambulance_heat stroke,,,,,,
2019-10-20,,,breathing problems_asthma attack,49.0,38.0,,,,
2019-10-20,,,air quality_chest pain,,,7.0,24.0,,
2019-10-20,35.0,0.0,ambulance_heat stroke,,,,,,
2019-10-20,,,hospital wait time_emergency room,,,,,39.0,56.0
2019-10-27,35.0,2.0,ambulance_heat stroke,,,,,,
2019-10-27,,,breathing problems_asthma attack,57.0,49.0,,,,
2019-10-27,,,hospital wait time_emergency room,,,,,33.0,39.0
2019-10-27,,,air quality_chest pain,,,12.0,30.0,,
2019-11-03,34.0,0.0,ambulance_heat stroke,,,,,,
2019-11-03,,,breathing problems_asthma attack,0.0,85.0,,,,
2019-11-03,,,hospital wait time_emergency room,,,,,39.0,39.0
2019-11-03,,,air quality_chest pain,,,16.0,24.0,,
2019-11-10,,,breathing problems_asthma attack,48.0,89.0,,,,
2019-11-10,33.0,0.0,ambulance_heat stroke,,,,,,
2019-11-10,,,hospital wait time_emergency room,,,,,20.0,38.0
2019-11-10,,,air quality_chest pain,,,10.0,23.0,,
2019-11-17,,,breathing problems_asthma attack,47.0,74.0,,,,
2019-11-17,,,hospital wait time_emergency room,,,,,39.0,49.0
2019-11-17,34.0,0.0,ambulance_heat stroke,,,,,,
2019-11-17,,,air quality_chest pain,,,9.0,24.0,,
2019-11-24,,,air quality_chest pain,,,7.0,25.0,,
2019-11-24,,,breathing problems_asthma attack,44.0,52.0,,,,
2019-11-24,34.0,2.0,ambulance_heat stroke,,,,,,
2019-11-24,,,hospital wait time_emergency room,,,,,33.0,41.0
2019-12-01,33.0,2.0,ambulance_heat stroke,,,,,,
2019-12-01,,,breathing problems_asthma attack,77.0,47.0,,,,
2019-12-01,,,hospital wait time_emergency room,,,,,36.0,36.0
2019-12-01,,,air quality_chest pain,,,8.0,27.0,,
2019-12-08,,,hospital wait time_emergency room,,,,,25.0,45.0
2019-12-08,,,breathing problems_asthma attack,48.0,46.0,,,,
2019-12-08,,,air quality_chest pain,,,8.0,27.0,,
2019-12-08,30.0,0.0,ambulance_heat stroke,,,,,,
2019-12-15,,,hospital wait time_emergency room,,,,,40.0,48.0
2019-12-15,,,breathing problems_asthma attack,0.0,35.0,,,,
2019-12-15,29.0,0.0,ambulance_heat stroke,,,,,,
2019-12-15,,,air quality_chest pain,,,8.0,28.0,,
2019-12-22,,,air quality_chest pain,,,7.0,30.0,,
2019-12-22,,,breathing problems_asthma attack,54.0,54.0,,,,
2019-12-22,20.0,3.0,ambulance_heat stroke,,,,,,
2019-12-22,,,hospital wait time_emergency room,,,,,51.0,48.0
2019-12-29,,,breathing problems_asthma attack,59.0,43.0,,,,
2019-12-29,,,air quality_chest pain,,,8.0,30.0,,
2019-12-29,28.0,0.0,ambulance_heat stroke,,,,,,
2019-12-29,,,hospital wait time_emergency room,,,,,58.0,60.0
2020-01-05,,,hospital wait time_emergency room,,,,,30.0,58.0
2020-01-05,,,air quality_chest pain,,,12.0,29.0,,
2020-01-05,38.0,0.0,ambulance_heat stroke,,,,,,
2020-01-05,,,breathing problems_asthma attack,52.0,40.0,,,,
2020-01-12,,,air quality_chest pain,,,11.0,29.0,,
2020-01-12,37.0,2.0,ambulance_heat stroke,,,,,,
2020-01-12,,,breathing problems_asthma attack,52.0,43.0,,,,
2020-01-12,,,hospital wait time_emergency room,,,,,44.0,46.0
2020-01-19,,,air quality_chest pain,,,9.0,29.0,,
2020-01-19,,,breathing problems_asthma attack,44.0,50.0,,,,
2020-01-19,38.0,0.0,ambulance_heat stroke,,,,,,
2020-01-19,,,hospital wait time_emergency room,,,,,43.0,56.0
2020-01-26,,,air quality_chest pain,,,8.0,29.0,,
2020-01-26,,,breathing problems_asthma attack,35.0,50.0,,,,
2020-01-26,43.0,0.0,ambulance_heat stroke,,,,,,
2020-01-26,,,hospital wait time_emergency room,,,,,36.0,58.0
2020-02-02,,,air quality_chest pain,,,7.0,30.0,,
2020-02-02,,,breathing problems_asthma attack,57.0,32.0,,,,
2020-02-02,39.0,0.0,ambulance_heat stroke,,,,,,
2020-02-02,,,hospital wait time_emergency room,,,,,33.0,47.0
2020-02-09,38.0,2.0,ambulance_heat stroke,,,,,,
2020-02-09,,,breathing problems_asthma attack,44.0,39.0,,,,
2020-02-09,,,air quality_chest pain,,,8.0,31.0,,
2020-02-09,,,hospital wait time_emergency room,,,,,32.0,55.0
2020-02-16,,,hospital wait time_emergency room,,,,,52.0,55.0
2020-02-16,,,air quality_chest pain,,,6.0,31.0,,
2020-02-16,,,breathing problems_asthma attack,53.0,63.0,,,,
2020-02-16,39.0,2.0,ambulance_heat stroke,,,,,,
2020-02-23,,,air quality_chest pain,,,6.0,29.0,,
2020-02-23,,,hospital wait time_emergency room,,,,,46.0,43.0
2020-02-23,,,breathing problems_asthma attack,62.0,58.0,,,,
2020-02-23,38.0,2.0,ambulance_heat stroke,,,,,,
2020-03-01,38.0,0.0,ambulance_heat stroke,,,,,,
2020-03-01,,,air quality_chest pain,,,7.0,29.0,,
2020-03-01,,,breathing problems_asthma attack,0.0,44.0,,,,
2020-03-01,,,hospital wait time_emergency room,,,,,30.0,47.0
2020-03-08,36.0,2.0,ambulance_heat stroke,,,,,,
2020-03-08,,,air quality_chest pain,,,6.0,34.0,,
2020-03-08,,,breathing problems_asthma attack,61.0,64.0,,,,
2020-03-08,,,hospital wait time_emergency room,,,,,42.0,46.0
2020-03-15,29.0,2.0,ambulance_heat stroke,,,,,,
2020-03-15,,,air quality_chest pain,,,9.0,49.0,,
2020-03-15,,,hospital wait time_emergency room,,,,,33.0,71.0
2020-03-15,,,breathing problems_asthma attack,100.0,90.0,,,,
